PM10;PM2.5;OZONO;CO;NO2;SO2
15;12;0;0,4;5,5;0
20;7;0;0,5;10,2;0
23;7;0;0,6;14,6;0
35;9;0;0,5;14,5;0
31;17;0;0,5;15,6;0
26;24;0;0,5;18,2;0
29;18;0;0,3;6,3;0
20;11;0;0,6;17,9;0
42;26;0;0,6;18,1;0
43;28;0;0,5;16,2;0
28;23;0;0,3;6,5;0
27;12;0;0,4;12;0
24;10;0;0,5;17,6;0
40;18;0;0,6;19,7;0
43;30;0;1,1;21,5;0
51;36;0;0,6;17;0
36;17;0;0,4;10,3;0
30;17;0;0,3;2,7;0
21;7;0;0,3;1,3;0
22;6;0;0,3;2;0
18;5;0;0,3;1,8;0
24;10;0;0,3;3,3;0
22;9;0;0,4;8,9;0
21;20;0;0,5;11,8;0
33;18;0;0,4;10,4;0
34;19;0;0,5;11,1;0
30;18;0;0,5;14,4;0
32;18;0;0,5;17,7;0
37;17;0;0,5;21,3;0
27;17;0;0,5;16,7;0
25;19;0;0,6;20,3;0
42;29;0;0,7;21,7;0
48;28;0;0,5;19,1;0
27;17;0;0,6;19,9;0
35;25;0;0,6;18,2;0
46;30;0;0,6;17,5;0
51;34;0;0,7;17,3;0
50;27;0;0,5;16,2;0
41;19;0;1,3;18,5;0
72;51;0;0,5;6,2;0
27;19;0;0,3;2,8;0
26;17;0;0,4;2,8;0
26;10;0;0,4;3,3;0
23;15;0;0,4;2,7;0
30;12;0;0,4;3,2;0
25;8;0;0,4;4,2;0
25;17;0;0,4;9,1;0
29;22;0;0,5;10,6;0
31;21;0;0,4;7,4;0
44;22;0;0,4;6,1;0
42;27;0;0,6;24,8;0
56;28;0;0,5;19,4;0
42;27;0;0,4;7,6;0
33;22;0;0,5;19,5;0
40;31;0;0,4;12,4;0
43;28;0;0,5;11,9;0
38;30;0;0,6;17,8;0
45;31;0;0,7;21,9;0
49;19;0;0,4;4,7;0
25;22;0;0,5;14,3;0
34;25;0;0,5;21,4;0
44;30;0;0,5;22;0
43;28;0;0,6;15,3;0
55;40;0;0,7;15,4;0
56;36;0;0,6;14;0
41;29;0;0,5;6,7;0
40;24;0;0,4;4,7;0
31;16;0;0,5;4,6;0
33;16;0;0,4;4,9;0
27;14;0;0,5;6,2;0
32;24;0;0,4;4,9;0
31;18;0;0,4;5,7;0
33;17;0;0,4;4,8;0
31;13;0;0,4;4,6;0
29;14;0;0,5;11,5;0
32;23;0;0,5;11,9;0
30;19;0;0,5;13,8;0
41;27;0;0,6;17,6;0
38;21;0;0,9;18,7;0
49;24;0;0,5;8;0
34;15;0;0,7;17,7;0
43;31;0;0,6;12,4;0
38;21;0;0,6;14,4;0
37;28;0;0,6;15;0
40;31;0;0,5;13;0
35;22;0;0,7;14;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
23;19;0;0,5;7,7;0
37;21;0;0,5;9,7;0
22;13;0;0,6;11,7;0
20;12;0;0,7;14,5;0
28;14;0;0,6;10,5;0
22;18;0;0,6;14,6;0
26;18;0;0,8;18,9;0
33;24;0;0,6;12,7;0
21;9;0;0,4;2,4;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
22;14;0;0;0;0
15;15;0;0,5;8,3;0
13;8;0;0,6;15;0
22;13;0;0,9;21;0
30;22;0;0,9;22,8;0
29;20;0;0,6;11,9;0
27;13;0;0,5;11,3;0
29;15;0;0,7;27,8;0
28;18;0;0,5;17,9;0
14;10;0;0,6;21,4;0
21;13;0;0,9;25,7;0
23;10;0;0,8;22,2;0
25;12;0;0,9;18,7;0
27;16;0;0,7;17,4;0
22;14;0;0,5;11,4;0
15;8;0;0,6;20,4;0
15;9;0;0,5;17,3;0
16;7;0;0,5;15,4;0
10;6;0;0,5;19,5;0
23;9;0;0,6;21,4;0
22;10;0;0,7;19,7;0
26;19;0;0,8;20,3;0
27;26;0;1,1;19,8;0
34;23;0;1,2;23,1;0
28;26;0;0,8;18,2;0
0;20;0;0;0;0
0;14;0;0;0;0
0;0;0;0,2;4,3;0
28;0;0;0,1;2,1;0
22;15;0;0,2;8,1;0
20;12;0;0,1;7,7;0
26;12;0;0;2,4;0
15;8;0;0,1;0,4;0
10;5;0;0,1;8,2;0
24;15;0;0,3;14,3;0
31;17;0;0,4;18;0
30;20;0;0,8;19,8;0
57;23;0;1;14,8;0
62;23;0;1;12,7;0
58;27;0;0,6;9,3;0
29;17;0;0,7;7,8;0
41;19;0;0,7;8,7;0
47;21;0;0,7;8,8;0
46;29;0;0,4;8;0
30;17;0;0,5;8,7;0
43;21;0;0,5;10,8;0
38;20;0;0,5;9,2;0
36;29;0;1;15,3;0
57;33;0;0,4;11,9;0
21;13;0;0,1;2,6;0
18;13;0;0,1;3,2;0
18;12;0;0,1;2,5;0
19;7;0;0,1;2,4;0
21;7;0;0,2;4,9;0
55;38;0;0,3;13,6;0
43;27;0;0,6;27,9;0
44;39;0;0,3;13,4;0
47;28;0;0,2;8,1;0
42;24;0;0,9;31,2;0
52;32;0;0,9;25,5;0
56;32;0;1,1;20,5;0
70;41;0;0,4;17,1;0
47;25;0;0,5;16,9;0
53;26;0;0,1;7,5;0
29;19;0;0,6;17,6;0
57;29;0;0,5;13,9;0
54;26;0;0,4;12;0
48;22;0;0,2;9,2;0
31;18;0;0,2;13,4;0
38;24;0;0,4;16,8;0
52;32;0;0,4;18,5;0
48;29;0;0,3;10,5;0
33;23;0;0,3;10,4;0
39;23;0;0,1;3,6;0
23;17;0;0,1;3,5;0
27;12;0;0,2;5;0
29;19;0;0,2;5,1;0
24;19;0;0,1;3,4;0
24;9;0;0,2;4,4;0
17;8;0;0,2;5,2;0
25;11;0;0,2;10,8;0
26;12;0;0,2;9,2;0
38;16;0;0,6;25,3;0
39;25;0;0,3;15,5;0
38;20;0;0,5;18,3;0
57;27;0;0,3;13,7;0
35;20;0;0,7;18,9;0
46;19;0;0,7;17,1;0
54;23;0;0,5;15,3;0
39;16;0;0,4;13,1;0
42;18;0;0,4;13,4;0
28;10;0;0,2;15,8;0
32;20;0;0,2;16,7;0
39;21;0;0,5;15,4;0
54;34;0;0,5;10,3;0
31;6;0;0,2;10,4;0
20;12;0;0,2;11;0
20;7;0;0,3;9,8;0
26;6;0;0,2;6,5;0
18;9;30;0,2;5,6;0
26;13;31;0,1;2,7;0
22;14;25,8;0,2;7;0
27;16;25,5;0,2;7,8;0
21;9;22,1;0,2;9;0
22;11;8,8;0,5;23,5;0
29;24;13,6;0,3;16,1;0
34;24;17,5;0,1;5,8;0
19;8;8,2;0,4;16,7;0
38;22;0,8;0,6;24,8;0
44;24;0,6;0,8;23,1;0
47;21;0,4;0,5;19,7;0
29;17;0,2;0,6;17,8;0
0;0;0;0;0;0
37;21;1,2;0,6;18,7;0
35;24;5,3;0,2;16,5;0
26;14;1,6;0,2;20,3;0
34;15;0,5;0,3;19,5;0
30;13;0,4;0,4;19,4;0
27;11;1,3;0,6;17,2;0
37;26;2;1,1;24,7;0
44;27;11,7;0,4;19,3;0
34;22;19,1;0,5;17,5;0
40;22;23,8;0,3;12,4;0
36;13;31,2;0,2;5,3;0
31;12;29,9;0,1;2,3;0
19;10;27,8;0,1;2,8;0
16;8;28,2;0;0;0
12;4;24,2;0;0;0
12;1;22,3;0;1,2;0
21;6;19,9;0;0,5;0
12;4;7,7;0,4;11,5;0
32;8;0,3;1;21,4;0
55;38;0,3;1,1;20,1;0
46;24;0,4;0,8;19,8;0
29;16;0,4;0,5;16,8;0
24;12;0,2;0,5;13,7;0
28;10;0,3;0,7;10,6;0
32;9;0,3;0,6;10,4;0
31;14;0,3;0,6;12,1;0
28;14;0,2;0,6;11,7;0
34;13;0,3;0,6;10,2;0
39;16;0,3;0,5;10,6;0
27;14;0,7;0,5;11,3;0
34;17;3,2;0,4;10,1;0
30;13;9,9;0,2;7,4;0
22;9;19,1;0,1;2,5;0
23;8;24,4;0,1;1,7;0
23;20;29,1;0;0,5;0
22;7;27,1;0;0;0
17;8;25;0;0;0
16;7;24,6;0;0;0
14;4;22,4;0;0;0
16;6;19,1;0;0,4;0
16;5;15,5;0;1,2;0
17;3;12,5;0,1;2,4;0
11;2;3,7;0,4;12;0
34;23;0,6;0,8;15,8;0
42;18;3;0,3;12,7;0
27;10;5,6;0,2;10;0
15;8;1,1;0,3;10,7;0
30;7;0,3;0,4;10,9;0
28;6;0,2;0,3;8,7;0
31;9;0,3;0,6;9,2;0
35;13;0,3;0,3;8,6;0
24;11;0,4;0,2;11,8;0
23;17;0,4;0,3;11,7;0
19;9;0,4;0,6;11,9;0
31;14;1,6;0,4;13,4;0
26;15;6,8;0,4;13,3;0
24;13;15,4;0,2;0;0
20;0;16,7;0,1;0;0
20;6;0;0;0;0
24;5;0;0;0;0
24;3;20,8;0,1;0;0
14;9;21,3;0,1;0,6;0
19;9;20,1;0;1,2;0
27;11;18,3;0;0,2;0
16;8;16,5;0;0;0
9;7;12,9;0,1;0;0
16;6;9;0,1;5,4;0
11;4;0,9;0,4;14,4;0
22;13;0,3;0,5;10,4;0
27;16;0,3;0,3;10,8;0
20;8;0,3;0,3;9,6;0
27;14;0,3;0,2;10,6;0
28;10;0,3;0,2;8,5;0
28;10;0,3;0,2;6,5;0
33;13;0,2;0,2;6,9;0
31;15;0,4;0,2;8,9;0
31;20;0,3;0,2;9,7;0
30;20;0,9;0,3;11,2;0
35;24;1,6;0,4;11,5;0
41;33;6,4;0,4;11,4;0
34;24;17,9;0,1;4,7;0
27;14;27,3;0,1;3,6;0
25;17;35,2;0,2;5,9;0
23;19;32,7;0,2;7,4;0
25;15;28,6;0,1;3,9;0
21;11;20,8;0;0;0
16;6;21,4;0;0;0
16;4;12,9;0,2;11,4;0
22;12;4,4;0,6;25,8;0
38;27;2,7;0,5;24,4;0
37;17;0,7;0,8;24,9;0
39;28;0,3;0,6;19,2;0
33;19;0,3;0,5;17,1;0
0;0;0;0;0;0
22;13;0,3;0,4;11,9;0
25;12;0,3;0,3;9,9;0
21;10;4,8;0,1;5,2;0
25;9;0,3;0,2;9,4;0
21;6;0,3;0,1;13;0
20;16;0,3;0,1;13,6;0
20;11;0,3;0,2;12;0
23;17;0,4;0,6;11,2;0
45;25;1,1;0,7;15,5;0
44;27;2,8;0,4;13;0
27;19;6,4;0,2;9,8;0
19;11;10,9;0,1;5,5;0
14;7;15,8;0,1;3,7;0
15;7;16,7;0,1;6,4;0
19;12;18,4;0,1;7,7;0
16;10;19,7;0,1;5;0
15;9;17,8;0,1;6,9;0
23;9;18,6;0,1;5,7;0
16;7;11,8;0,2;10,7;0
25;10;1,5;0,6;20,3;0
31;14;0,3;0,6;16,9;0
50;21;0,3;0,5;13,8;0
41;16;0,3;0,5;11,2;0
37;12;0,3;1,2;13,5;0
51;19;0,3;0,9;13;0
40;16;0,3;0,3;13,2;0
25;11;0,3;0,4;11,5;0
30;15;0,3;0,3;11,4;0
27;11;0,2;0,2;11,8;0
28;12;0,3;0,4;10,4;0
44;23;0,3;0,6;11,1;0
42;25;0,8;0,7;11,2;0
47;27;4,8;0,8;11,7;0
46;20;6,3;0,4;11,7;0
31;12;12,9;0,1;5,8;0
21;17;14,6;0,1;5,3;0
12;8;20,3;0;0,7;0
11;6;16,9;0,1;2,6;0
16;4;16,7;0,1;2,6;0
10;2;15,1;0,1;3,9;0
16;2;15,8;0,1;4;0
15;2;18,5;0,2;8,1;0
28;14;25,7;0,2;12,4;0
42;22;15,1;0,3;16,5;0
40;28;3,1;0,5;21,7;0
43;27;0,3;0,6;15,6;0
48;19;0,5;0,5;13,6;0
39;13;5,4;0,2;11,3;0
0;18;1,5;0,2;13,9;0
27;9;4,5;0,2;11,4;0
15;9;11,3;0;4,7;0
14;8;6,8;0;8,7;0
14;5;6,8;0;6,6;0
13;4;1,6;0;12,5;0
11;5;0,7;0,1;12,7;0
12;8;4,2;0,4;9,2;0
26;16;10,4;0,2;4,5;0
25;9;14,9;0,1;2,3;0
15;6;15,5;0,1;3,4;0
16;3;14;0,1;4,3;0
19;2;15,8;0,1;1,6;0
11;5;14,2;0,1;3,4;0
12;4;16,6;0,1;1,5;0
11;5;11,4;0,1;5,9;0
18;6;13,5;0,1;3,4;0
13;6;12,1;0,1;4,2;0
23;5;10,6;0,1;5;0
15;4;11,6;0,1;3,7;0
13;2;3,1;0,4;12,6;0
27;11;6,6;0,2;7,6;0
14;8;2,4;0,2;9,2;0
20;9;3,8;0,2;8,2;0
22;11;0,6;0,2;11,8;0
25;7;1;0,1;9,8;0
16;13;2,1;0,1;8,9;0
17;9;5,1;0,1;4,5;0
19;5;1,5;0,1;8,3;0
20;9;0,3;0,2;9,4;0
33;16;1,7;0,2;7,9;0
16;6;1,9;0,3;7,4;0
27;13;3,1;0,4;8,7;0
21;9;8,4;0,1;3,3;0
21;8;11,5;0,1;0,5;0
20;8;13,2;0;0;0
9;5;12,2;0,1;0,8;0
19;4;11;0,1;1,9;0
9;3;12,9;0,1;0,8;0
9;6;11,2;0,1;1;0
10;5;10,1;0,1;1,8;0
11;4;8,3;0,1;3,2;0
15;3;5,7;0,2;6,2;0
18;7;2,8;0,3;9,2;0
21;15;8,2;0,1;3,2;0
9;9;2,6;0,2;7,9;0
22;7;0,5;0,5;10,6;0
22;9;0,7;0,7;11,4;0
29;9;5,4;0,1;5;0
15;6;4;0,1;5,3;0
16;6;0,3;0,2;8,8;0
16;8;0,3;0,1;8,5;0
18;10;0,4;0,2;7,2;0
23;9;2,1;0,1;5,6;0
13;11;0,3;0,2;6,5;0
16;14;0,8;0,3;6,5;0
17;12;1,9;0,3;6,7;0
20;16;7;0,1;2,5;0
14;7;9,8;0,1;0,9;0
14;8;11,2;0,1;1,5;0
14;6;11,5;0,1;0,6;0
13;3;12,3;0,1;0,1;0
0;1;11,4;0,1;0,7;0
10;1;10,4;0,1;1,9;0
11;5;12;0,1;0;0
9;3;9,7;0,1;2,1;0
17;6;6,5;0,2;5,1;0
15;8;3,9;0,3;8;0
17;5;3,1;0,2;7,4;0
20;5;2,9;0,2;6,2;0
15;7;1,2;0,3;7,7;0
17;9;0,4;0,4;9,1;0
29;15;2,3;0,3;7,5;0
23;5;6,3;0;3;0
9;6;1,5;0,1;6,5;0
18;6;0,4;0,2;7;0
0;13;0,3;0,2;5,7;0
22;7;0,4;0,3;5;0
12;5;0,5;0,1;5,5;0
15;5;1,1;0,7;7,4;0
29;10;4,8;0,2;6;0
16;10;10,4;0,1;1;0
10;8;12;0,1;0,3;0
10;6;13,1;0,3;2,2;0
0;0;13;0,2;1;0
20;3;12,7;0,1;3,9;0
13;2;14;0,1;3,6;0
13;3;14,9;0,1;0,3;0
10;2;16,3;0,1;0;0
8;2;17,2;0,1;0;0
11;5;13,3;0,1;4,6;0
13;6;9,5;0,2;8,1;0
16;5;6,2;0,3;12,7;0
16;9;7,9;0,1;7,5;0
12;7;6,4;0,3;9,9;0
18;6;6,3;0,3;12;0
15;7;0,7;0,4;14,7;0
20;8;0,3;0,3;12,2;0
23;8;0,6;0,3;11,2;0
21;8;0,3;0,3;11;0
25;7;0,3;0,2;10,8;0
17;8;0,4;0,3;12,3;0
31;14;0,4;0,5;14,4;0
40;21;1,3;0,5;12,6;0
30;15;3,4;0,4;13;0
34;23;8,9;0,3;0;0
36;17;0;0;0;0
22;5;0;0;0;0
15;6;0;0;0;0
20;7;19,2;0,1;2,2;0
23;8;19,6;0,1;2,8;0
17;6;19,8;0,1;3;0
18;6;20,4;0,1;2,5;0
11;6;18,8;0,1;3,4;0
13;7;13;0,3;11,3;0
23;9;10,2;0,3;14,3;0
30;14;10,4;0,2;13,4;0
32;16;1,7;0,5;22,8;0
38;23;0,6;0,6;19,9;0
35;15;0,4;0,5;17,9;0
42;26;0,6;0,7;15,7;0
29;11;2;0,2;13,7;0
24;11;0,5;0,2;13,6;0
29;15;1,2;0,1;13,8;0
15;12;1,8;0,1;13;0
19;9;1,1;0,1;14,3;0
22;15;0,5;0,4;20,6;0
40;25;4,2;0,3;13,5;0
48;25;11,4;0,4;12,6;0
35;22;20;0,2;6,1;0
22;9;21,2;0,1;1,9;0
19;8;19,4;0,2;1,3;0
22;10;20,6;0,1;1,1;0
24;6;20;0,1;1,6;0
31;10;17,7;0,1;2,9;0
24;10;16,5;0,2;5,3;0
26;14;13,1;0,2;8,7;0
32;17;14,7;0,2;6,4;0
21;15;10,6;0,3;11,1;0
30;13;10,1;0,2;10,5;0
27;15;13,2;0,1;5,5;0
24;10;8;0,2;10;0
42;21;3,3;0,3;16,1;0
27;17;12,5;0,1;4,7;0
23;9;1;0,4;14,7;0
37;19;0,6;0,5;15,3;0
36;17;0,3;0,3;13;0
29;15;0,3;0,3;11,7;0
34;17;0,4;0,3;14,8;0
37;19;0,4;0,3;14,3;0
44;21;0,4;0,4;15;0
40;20;2,1;0,6;15,2;0
49;29;13,7;0,2;8,3;0
20;11;18,1;0,1;4;0
15;9;18,5;0,1;3;0
20;7;17,7;0,1;2,8;0
19;6;17,7;0,1;3,5;0
21;11;19;0,1;1,4;0
16;11;17,4;0,2;1,7;0
19;7;14,6;0,2;5,5;0
28;11;16,1;0,2;5,3;0
23;9;16;0,2;3,3;0
24;8;10,8;0,3;9,9;0
23;12;7;0,4;13,8;0
31;13;2,3;0,4;17,6;0
38;19;1,6;0,3;14,8;0
23;14;2,2;0,3;16;0
24;10;0,7;0,3;13,5;0
31;16;0,5;0,2;11,7;0
23;12;0,3;0,5;13,8;0
50;12;0,8;0,2;13,1;0
23;10;1;0,2;12,3;0
25;8;0,3;0,3;10,9;0
22;18;0,3;0,4;14,1;0
27;22;6;0,3;12,6;0
20;13;8,9;0,3;9,9;0
25;14;8,6;0,5;11;0
31;15;9,9;0,3;9,4;0
26;10;12,4;0,2;7,2;0
30;16;17,3;0,1;2,9;0
22;5;16,9;0,2;3,8;0
19;11;12,1;0,3;9,5;0
27;15;12,6;0,2;8,5;0
20;9;17,5;0,2;4,6;0
23;14;18,4;0,2;5,4;0
27;11;17,3;0,2;6,8;0
25;8;13;0,3;11;0
32;17;11,6;0,3;12,1;0
25;12;4,1;0,5;19,2;0
32;17;5;0,3;14,5;0
32;21;0,4;0,7;18,2;0
37;16;1,2;0,5;18,6;0
30;14;0,6;0,5;18,4;0
35;21;0,3;0,5;14,3;0
48;15;0,4;0,6;16,1;0
46;26;0,6;0,4;14,6;0
30;17;0,3;0,3;14,4;0
34;23;0,3;0,3;12,8;0
26;24;0,4;0,9;17,2;0
53;30;1,1;1,1;19,6;0
48;28;6,4;0,5;15;0
49;31;17,8;0,3;7,3;0
30;20;23,6;0,2;3,1;0
23;13;24,1;0,2;0,9;0
18;15;23,7;0,2;0,8;0
22;11;20,7;0,2;2,6;0
19;10;18,9;0,2;4,5;0
18;18;20,7;0,2;2;0
17;9;19,4;0,2;2,9;0
17;9;18,9;0,2;2,6;0
25;13;19,3;0,2;1,8;0
14;9;18,2;0,2;3,4;0
17;9;17,3;0,2;5;0
14;9;11,3;0,3;11,5;0
18;9;7,3;0,4;15,3;0
34;14;0,8;0,5;20,3;0
33;18;6,4;0,3;14,2;0
27;11;2;0,4;18,3;0
34;17;1,8;0,4;17,7;0
27;18;2,1;0,3;15,3;0
31;25;1;0,3;15;0
34;21;1,4;0,3;14,5;0
36;21;0,4;0,4;15;0
35;17;1,5;0,6;14,3;0
37;20;5,7;0,4;12,1;0
31;16;13,5;0,3;5,4;0
22;12;20,6;0,1;0,4;0
18;9;20;0,2;0,6;0
17;4;19,5;0,1;0;0
14;2;18,8;0,1;0;0
16;7;18;0,2;0,1;0
10;7;18,8;0,1;0;0
12;8;18,9;0,2;1,3;0
12;4;19;0,2;1,5;0
20;2;15,8;0,2;4,3;0
22;7;15,2;0,2;5,3;0
18;6;15,6;0,2;5,2;0
23;14;15,8;0,2;6,6;0
27;16;14,1;0,2;7,6;0
22;13;10,6;0,2;9,1;0
22;11;5,3;0,4;12,2;0
30;14;0,1;0,6;14;0
35;19;0,3;0,9;11,4;0
44;16;0,3;0,3;12,5;0
30;17;0,3;0,5;13,1;0
46;25;0,3;0,4;13,5;0
37;16;0,3;0,6;11,9;0
40;34;0,6;0,8;13,8;0
56;29;2,3;0,6;15,2;0
57;29;3,5;0,5;13,2;0
59;28;7,5;0,4;10,2;0
35;17;0;0;0;0
21;8;0;0;0;0
26;6;0;0;0;0
18;8;14,9;0,1;0;0
10;8;12,2;0,1;7;0
16;8;8,4;0,2;11,8;0
27;18;10,7;0;6,6;0
20;9;9,4;0,1;7,7;0
15;5;3,6;0,2;13,6;0
19;9;2,1;0,2;15,1;0
20;13;0,7;0,3;16,1;0
25;15;2,8;0,1;10,7;0
15;7;3,7;0,1;8,2;0
14;5;5,1;0;7,4;0
14;7;5,5;0,2;7,4;0
16;7;3,2;0,2;9,1;0
14;7;3,3;0,2;8,5;0
27;11;1,4;0,2;10,9;0
22;9;1,4;0,2;12;0
21;12;0,5;0,2;13,8;0
28;19;1,3;0,3;11,4;0
29;16;2,4;0,5;12,5;0
34;21;8,1;0,3;5,9;0
25;9;8,7;0,2;5,4;0
20;10;11,7;0,2;3;0
16;8;11,6;0,2;4,7;0
28;8;13,8;0,2;2,5;0
17;4;13,1;0,2;2,7;0
21;0;11,6;0,2;5;0
24;3;11,5;0,2;5,7;0
23;6;10,1;0,3;6,8;0
17;7;6,6;0,4;10,8;0
14;6;2;0,5;18,4;0
30;7;1,3;0,4;17,9;0
22;7;1,3;0,5;17,8;0
35;15;0,3;0,9;16,5;0
46;21;0,5;0,6;14,4;0
35;14;0,8;0,5;13,1;0
31;9;0,4;0,4;14,9;0
31;8;0,4;0,4;12,1;0
21;6;0,3;0,3;12,7;0
26;13;3,3;0,2;10,5;0
8;8;0,5;0,3;13,8;0
29;6;0,4;0,3;13,2;0
28;17;0,7;0,7;16,1;0
46;20;1,9;0,7;17,5;0
46;22;9,7;0,4;9;0
22;6;12,2;0,3;5,3;0
25;8;14,4;0,2;3,2;0
14;6;11,9;0,2;2,2;0
42;11;10,6;0,2;2,9;0
13;9;10,8;0,2;2,4;0
20;6;7,8;0,3;6,7;0
20;7;8,8;0,3;5,8;0
17;4;10,6;0,2;2,8;0
23;14;8,5;0,2;4,3;0
16;8;5,1;0,3;8,8;0
21;9;8,1;0,3;7,5;0
19;9;2,2;0,5;12,4;0
31;14;0,3;0,6;11,9;0
30;16;4,9;0,3;7,6;0
13;9;0,3;0,5;13,3;0
25;10;0,3;0,3;12,3;0
18;8;0,9;0,3;11,8;0
20;10;2,1;0,3;10;0
17;10;0,4;0,3;11;0
25;12;0,2;0,3;9,7;0
20;17;0,5;0,4;10,5;0
20;14;1,5;0,7;13,4;0
34;23;7,7;0,3;6,6;0
22;5;11,5;0,2;3,5;0
22;6;12,9;0,2;3,1;0
14;5;16,4;0,2;1,1;0
16;4;15;0,2;2,7;0
7;1;16,2;0,2;2;0
16;6;15,4;0,2;2,8;0
13;9;18,7;0,2;2,1;0
18;5;15;0,3;8,1;0
16;3;17;0,3;7,4;0
36;19;19,9;0,3;5,7;0
30;17;9,6;0,3;10,2;0
23;12;3;0,6;15,3;0
46;24;1,1;0,6;15,2;0
31;15;1,6;0,5;15,7;0
24;13;0,4;0,6;14,8;0
26;12;4,7;0,3;10,9;0
12;6;0,3;0,5;14,4;0
30;11;0,4;0,4;13,4;0
21;10;0,5;0,3;13,8;0
21;11;1,2;0,2;12,9;0
17;9;0,7;0,5;14,7;0
48;34;0,5;0,6;14,7;0
29;19;1,7;0,6;15,8;0
37;31;4,7;0,6;17,6;0
39;19;9,2;0,6;15;0
38;17;17,3;0,2;6,2;0
27;7;17;0,2;4,9;0
17;4;16,5;0,2;5,8;0
12;3;17,2;0,2;4,3;0
17;7;18,1;0,2;4,3;0
21;4;17,4;0,2;5,3;0
16;6;16,9;0,2;6,6;0
18;11;10,9;0,3;14,6;0
35;12;5,7;0,4;19,9;0
29;10;4,7;0,5;20,9;0
29;18;2,2;0,5;21,9;0
30;12;5,8;0,3;15,1;0
19;17;12,9;0,2;6,4;0
17;5;7,1;0,3;12,6;0
27;13;0,5;0,4;20,8;0
35;16;0,5;0,4;19,6;0
34;16;0,5;0,4;20;0
29;14;6,2;0,2;11,3;0
21;9;2,5;0,2;17,2;0
27;10;1,6;0,4;18,5;0
35;16;6;0,3;14,2;0
24;16;8,9;0,3;9,7;0
22;12;8,1;0,4;12,6;0
29;16;14,9;0,2;3;0
20;6;17;0,2;1,9;0
18;7;14,5;0,2;4,5;0
27;6;15,1;0,2;2;0
25;5;14,5;0,2;1,4;0
25;6;14,2;0,2;1,8;0
17;6;13,8;0,2;1,9;0
20;6;13,6;0,2;3;0
16;6;11,3;0,3;4,7;0
16;9;8,5;0,3;5,8;0
22;8;6,8;0,3;6,8;0
21;7;5,8;0,3;6,8;0
14;7;6,2;0,2;5,2;0
12;6;6,3;0,2;4,8;0
12;3;4,6;0,2;6,4;0
15;5;1;0,3;10,7;0
14;8;0,5;0,2;11,1;0
19;5;0,7;0,3;10,7;0
12;7;0,8;0,2;7;0
12;10;1,3;0,3;7,8;0
13;13;1,9;0,2;6,3;0
17;11;0,5;0,2;8;0
16;12;2,4;0,3;5,5;0
15;6;6,3;0,2;2,5;0
14;2;8,2;0,2;1;0
16;1;8,5;0,2;0,6;0
9;3;8,8;0,2;0,3;0
10;5;9,5;0,2;0,5;0
18;6;9,3;0,2;0,6;0
23;4;9,2;0,2;1,1;0
8;4;9,9;0,2;0,3;0
10;4;9,5;0,2;0,2;0
12;3;9,1;0,2;0;0
11;2;8;0,2;1;0
13;6;6,4;0,2;2,6;0
15;4;6;0,2;3;0
16;2;2,8;0,3;6,7;0
12;4;1,1;0,4;8,3;0
21;11;1,4;0,4;7,7;0
16;11;5,5;0,2;2,4;0
17;7;6,8;0,1;1,2;0
16;8;7,1;0,1;1,2;0
14;6;1,8;0,1;5,9;0
14;3;3,2;0,1;5;0
13;3;4,4;0,1;4,5;0
12;4;0,6;0,4;10,1;0
24;14;2,1;0,5;8,2;0
23;11;3,1;0,3;7,2;0
28;14;3,2;0,3;9,1;0
18;9;8,2;0,1;1,4;0
11;5;9,5;0,1;1,5;0
17;6;10,2;0,1;1,5;0
19;4;9,4;0,1;1,7;0
15;1;9,1;0,1;2,1;0
16;0;8,7;0,2;2;0
11;2;7;0,2;5,3;0
21;6;7,2;0,2;4,2;0
21;6;5,3;0,3;6,7;0
35;5;1,8;0,5;11,1;0
21;9;2,1;0,2;7,9;0
20;11;3,6;0,2;5,8;0
16;8;3,3;0,2;5,8;0
15;8;1;0,3;8,2;0
26;7;0,4;0,7;8,3;0
26;19;0,3;0,6;7,6;0
28;11;0,2;0,4;8,1;0
20;9;0,3;0,3;7,2;0
21;15;0,3;0,3;6,7;0
33;14;0,3;0,4;7,3;0
24;15;0,4;0,5;6,8;0
30;20;0,7;1,1;10,8;0
51;29;2,8;0,4;9,4;0
45;17;5,5;0,4;12,4;0
39;17;10,4;0,2;3,8;0
16;6;12,6;0,1;2,1;0
14;5;12,2;0,1;3,3;0
13;6;12,4;0,1;0,9;0
12;3;12;0,2;2,1;0
12;1;10;0,2;2,7;0
12;0;10,1;0,2;3,2;0
16;7;7,9;0,2;5,5;0
16;6;3,5;0,5;22,3;0
0;21;2,9;0,5;23,5;0
0;18;0,4;0,6;23,1;0
0;13;0,4;1;18,4;0
0;27;0,3;1;15,1;0
0;25;0,3;0,8;14,7;0
0;21;0,3;0,8;13,7;0
0;17;0,3;0,5;12,5;0
0;20;0,5;0,5;11,2;0
0;33;0,2;0,3;10,8;0
