PM10;PM2.5;OZONO;CO;NO2;SO2
0;4;0,4;0,3;10,4;0
0;10;0,3;0,3;9;0
0;14;0,4;0,8;11,6;0
0;26;0,5;0,8;10;0
0;25;2,7;0,4;9,1;0
0;11;2,5;0,4;11,8;0
0;14;0;0;13,1;0
0;20;0;0;13,3;0
0;41;0;0;5;0
0;8;12,2;0,2;0;0
0;10;12;0,2;0;0
0;0;10,5;0,2;0;0
0;4;10,3;0,2;5,5;0
24;5;10,3;0,2;5,5;0
12;5;7,2;0,3;10,5;0
20;8;24,1;0,4;10,9;0
39;26;6,9;0,6;28,5;0
48;27;0,3;0,9;28,2;0
53;30;0,3;1,2;16,9;0
50;24;0,3;0,9;13,9;0
47;17;0,3;1,2;13,9;0
48;27;0,3;0,9;10,6;0
32;20;0,3;0,6;10,3;0
25;15;0,3;0,6;9,1;0
29;17;0,3;0,4;7,9;0
27;16;0,2;0,3;7,9;0
30;11;0,3;0,4;8,1;0
26;12;0,5;1,8;0;0
75;56;5,5;0,6;8,6;0
26;13;10,1;0,2;2,1;0
16;10;11,8;0,2;2,8;0
12;6;11,6;0,2;3,3;0
12;4;11,8;0,2;4,1;0
17;5;13,4;0,2;2,7;0
11;6;14,1;0,2;2,6;0
11;5;13,9;0,2;3,6;0
18;5;11,6;0,2;5,8;0
16;6;11,1;0,3;5,9;0
19;7;10,5;0,2;5,9;0
18;4;8,9;0,3;7,6;0
17;7;8,5;0,2;8,1;0
14;4;8,7;0,2;7,2;0
12;5;6,5;0,2;10,1;0
11;6;7,4;0,2;7,9;0
11;7;3,9;0,2;10,8;0
23;6;1,2;0,3;15;0
18;10;4;0,2;10,2;0
10;6;8,7;0,1;4,7;0
15;2;1,7;0,2;15;0
16;3;1,1;0,2;15,1;0
18;8;0,4;0,5;14,8;0
27;17;0,9;1,3;15,5;0
54;39;8;0,6;6,9;0
14;6;10,3;0,2;3,4;0
15;6;9,8;0,2;5,7;0
9;7;9,6;0,2;6,3;0
21;7;11;0,2;5,1;0
19;9;14;0,2;1,3;0
10;5;14,9;0,2;2,7;0
12;2;13,3;0,2;4,7;0
13;2;11,5;0,3;7,5;0
27;5;8,9;0,3;9,3;0
26;5;10,3;0,2;6,6;0
6;3;7;0,3;10,3;0
24;8;6,4;0,3;11,9;0
25;10;3;0,4;15,2;0
28;9;3;0,3;14,9;0
16;6;1,9;0,5;17,4;0
31;7;0,6;0,4;16,3;0
19;5;0,7;0,5;15,5;0
20;7;0,2;0,6;14,3;0
24;13;0,3;0,6;11,6;0
32;15;0,5;0,5;12;0
27;15;0,3;0,5;10,2;0
26;17;0,3;0,4;10,3;0
32;13;0,6;0,5;11,1;0
24;20;1,8;0,5;11,4;0
27;17;5,2;0,5;14,4;0
36;17;10,8;0,2;4,2;0
11;6;12,8;0,2;1,2;0
12;7;14;0,2;2;0
20;4;13,2;0,2;2,4;0
13;1;12,5;0,2;2,9;0
14;1;14,3;0,2;2,2;0
18;3;15,2;0,2;3,8;0
19;3;12,5;0,2;6,3;0
15;9;10,8;0,2;6,5;0
17;8;4,5;0,3;13,9;0
27;8;10,8;0,2;4,5;0
14;8;3,8;0,4;12,6;0
23;9;0,3;0,7;16,7;0
42;15;0,3;0,7;14,3;0
28;18;0,5;0,6;13,1;0
24;12;0,3;0,6;11,7;0
29;19;0,3;0,5;9,3;0
22;11;0,3;0,6;7,6;0
24;11;0,3;0,7;7,2;0
24;14;0,3;0,5;8,2;0
21;11;0,3;0,4;7,8;0
30;15;0,7;0,6;7,4;0
39;25;3,1;0,7;9,1;0
37;15;8;0,4;7,4;0
29;15;12,4;0,3;4;0
20;10;16,2;0,2;1,6;0
14;8;15,2;0,2;2;0
13;6;16,6;0,2;1,8;0
13;4;19,9;0,2;2,5;0
15;6;15,8;0,3;4,3;0
19;5;14,4;0,3;4,5;0
16;3;23,5;0,2;1,7;0
23;9;21,4;0,2;1,5;0
18;16;18,3;0,2;2,4;0
21;5;15;0,2;3,4;0
15;8;10,1;0,3;7,2;0
15;10;1,5;0,6;20,3;0
27;11;3,2;0,5;14,3;0
26;18;1,6;0,5;15,6;0
23;8;1,7;0,5;14,4;0
20;9;0,5;0,5;12,4;0
21;7;0,3;0,5;11,9;0
20;10;0,5;0,5;9,9;0
19;15;0,9;0,3;8,2;0
20;7;0,3;0,7;8,4;0
32;14;0,6;0,8;9,5;0
31;19;3,3;0,5;9,4;0
32;14;13,4;0,3;5,8;0
19;9;16,3;0,2;1,1;0
7;3;20,7;0,2;0,4;0
16;4;22,9;0,2;2;0
19;8;19,9;0,2;2;0
28;11;12,5;0,3;4,3;0
19;11;14,7;0,3;7;0
21;14;22,4;0,2;3,7;0
19;13;19,3;0,2;4,6;0
18;11;12,3;0,3;9,2;0
22;19;6,1;0,4;14,4;0
21;10;3,4;0,7;22,2;0
25;17;1,1;0,7;27,3;0
19;15;2,4;0,6;20,7;0
18;10;0,6;0,8;16,7;0
23;13;0,3;0,6;15,8;0
24;9;0,3;0,7;14,2;0
30;14;2,1;0,4;14,1;0
21;7;3,1;0,2;13,7;0
24;6;0,6;0,2;18,1;0
26;5;1,3;0,2;15,9;0
19;7;0,5;0,2;16,6;0
25;6;2,2;0,3;14,2;0
20;12;3,9;0,4;12,3;0
30;15;5;0,4;8,6;0
27;11;8,7;0,4;8,4;0
22;10;13,1;0,4;8,2;0
25;11;12,5;0,3;8,6;0
17;11;12,4;0,2;4,8;0
14;8;8,8;0,3;10,7;0
21;10;5,4;0,5;19,6;0
18;11;2,4;0,7;27,7;0
31;24;6,2;0,6;20,3;0
26;14;4,1;0,4;15,4;0
21;9;0,8;0,6;17,8;0
25;17;0,3;0,7;16,6;0
34;17;0,3;1;12,4;0
55;25;0,3;0,6;11,9;0
23;14;2,3;0,5;18,5;0
22;12;7,1;0,3;11,1;0
10;6;8;0,2;11,8;0
12;4;1,1;0,3;20,4;0
19;11;1,6;0,2;16,9;0
13;7;0,4;0,3;14,5;0
14;11;0,3;0,5;11,5;0
28;16;0,3;0,8;10,2;0
37;28;0,8;0,7;12,8;0
30;24;4,5;0,5;9,9;0
25;14;7,9;0,3;0;0
17;8;5,5;0;0;0
35;8;8,1;0,2;0;0
0;0;7,9;0,2;0;0
16;6;0;0;0;0
9;4;9,7;0,3;7,9;0
17;6;3,7;0,4;13,5;0
15;12;3,4;0,4;12;0
16;10;2,5;0,5;12,9;0
24;17;0,9;0,7;16,7;0
25;19;0,4;0,8;18,3;0
35;21;0,3;1,1;10,4;0
50;21;0,2;1;7,4;0
42;21;0,3;0,8;6,8;0
46;17;0,3;0,7;7,6;0
39;21;2,1;0,4;8,4;0
9;3;2,2;0,2;8,9;0
16;3;2,7;0,2;7,8;0
16;2;4,1;0,2;8,9;0
22;6;2,8;0,2;11,5;0
21;10;2,4;0,3;14,7;0
23;14;0,6;0,4;18,8;0
22;12;2;0,3;12,5;0
18;9;2,8;0,5;12,1;0
30;22;7,7;0,4;7,3;0
18;14;12,7;0,3;5,2;0
16;9;17,9;0,3;4,9;0
22;7;16,7;0,3;8,7;0
24;13;6,2;0,6;18,9;0
29;23;3,1;0,9;26,6;0
29;28;7,5;1;29,9;0
34;34;12;0,9;32,3;0
37;32;19,5;0,6;18,1;0
26;19;3,7;0,8;31,7;0
42;42;0,6;0,8;24,6;0
45;26;0,4;0,6;20;0
28;19;1,2;0,4;14,3;0
20;10;2,8;0,3;9,8;0
17;5;1,8;0,3;10,7;0
12;7;0,6;0,4;12;0
13;8;1;0,3;11,6;0
14;10;3;0,2;7,5;0
10;8;2,2;0,2;7;0
7;7;0,3;0,3;8,6;0
26;13;0,2;0,3;7,9;0
23;7;0,3;0,4;9,8;0
24;20;0,4;0,6;9,3;0
25;14;1,6;0,4;11,7;0
15;14;4,9;0,3;5,5;0
16;7;6,9;0,2;5,4;0
14;6;9,6;0,2;4,5;0
18;5;7,3;0,2;5,7;0
5;3;8;0,3;6;0
15;8;8,2;0,3;5,5;0
11;6;9,1;0,3;6;0
11;6;6;0,4;12,2;0
24;15;7,6;0,3;7,5;0
19;8;5,9;0,2;6,9;0
18;9;1,2;0,6;11,8;0
30;10;0,3;0,8;10,9;0
46;20;0,2;1;9;0
54;25;0,3;1;7,9;0
50;26;0,3;1,5;8,7;0
67;28;0,3;1,4;8,1;0
55;29;0,3;1,1;7,3;0
53;24;0,3;0,8;7,1;0
41;23;0,3;0,5;6,1;0
32;12;0,3;0,4;6;0
27;16;0,2;0,3;5;0
19;11;0,3;0,3;4,9;0
27;14;0,4;0,4;5,9;0
40;24;0,6;0,4;7,3;0
25;19;1,9;0,4;7,3;0
34;19;4,2;0,3;6,9;0
23;6;7,9;0,2;3,4;0
11;9;8,5;0,1;2,3;0
16;6;8,2;0,1;1,8;0
18;2;6,9;0,1;2,1;0
9;4;10;0,1;0,7;0
8;4;9;0,2;3,8;0
9;9;7,6;0,1;2,5;0
12;7;5,4;0,2;4,5;0
11;8;5,2;0,2;4,9;0
10;6;2,9;0,3;8,2;0
19;6;1,7;0,3;6,7;0
16;6;0,9;0,1;7,3;0
19;6;1,6;0,1;6,9;0
15;6;0,7;0,2;8,6;0
11;9;1;0,2;8,6;0
11;6;1,1;0,2;8;0
22;4;0,9;0,2;8,2;0
28;8;0,5;0,2;7,7;0
20;9;0,7;0,3;6,9;0
27;6;2,6;0,2;4,9;0
16;3;1,3;0,3;6,7;0
23;8;2,1;0,4;6,2;0
21;9;6,8;0,2;2,7;0
11;11;7,9;0,2;2,5;0
11;6;9,9;0,2;0,6;0
11;2;10,5;0,2;0,1;0
9;3;10,2;0,2;0,9;0
9;2;8,5;0,2;1,4;0
10;1;5,7;0,3;4,1;0
12;4;7,2;0,3;3,1;0
10;5;6,1;0,3;4;0
10;6;2,3;0,5;6,6;0
14;8;1,9;0,5;7,6;0
20;5;0,7;0,5;7,6;0
21;6;0,3;0,8;6,7;0
40;14;0,2;0,8;4,9;0
39;11;0,2;1;4,3;0
42;14;0,2;1,2;3,5;0
39;18;0,2;0,8;2,8;0
27;11;0,4;0,8;3,1;0
31;15;0,3;0,5;1,9;0
23;8;0,4;0,3;3,1;0
13;4;0,3;0,5;5,5;0
37;19;0,3;0,4;6,6;0
39;21;0,8;0,5;6,5;0
35;21;1,5;0,5;7,5;0
36;27;0;0;0;0
43;31;0;0;0;0
36;22;0;0;0;0
26;19;13,2;0,2;3,3;0
18;8;11;0,2;3,2;0
19;7;11,8;0,1;1,6;0
15;7;20;0,2;4,8;0
27;17;20,1;0,3;13;0
35;23;14,3;0,4;14,7;0
31;17;11,9;0,3;13,1;0
32;15;4,9;0,4;14,2;0
27;18;2,2;0,4;14,8;0
33;17;1,9;0,4;12,5;0
31;14;5,4;0,2;8,2;0
18;8;6,7;0,1;5,8;0
16;6;7,2;0,1;4,3;0
10;3;4,4;0,2;6,4;0
19;7;0,4;0,3;9,2;0
20;11;0,3;0,3;7,2;0
31;11;0,6;0,3;6,6;0
18;8;0,3;0,7;8,8;0
55;31;0,3;1,1;9,8;0
75;40;0,4;1,1;0;0
57;30;1,5;0,6;0;0
38;20;3,3;0,4;0;0
33;15;8,3;0,5;0;0
28;16;10,5;0,8;0;0
59;38;19,2;0,7;0;0
55;39;16,2;0,4;0;0
23;8;12;0,2;0;0
14;8;11,8;0,2;0;0
14;5;11,4;0,2;0;0
14;8;8,1;0,3;0;0
14;8;7,2;0,3;0;0
18;6;6,8;0,3;0;0
13;6;7,5;0,2;0;0
13;5;6,2;0,2;0;0
21;8;5,6;0,2;0;0
21;9;1,4;0,3;0;0
20;10;0,5;0,4;0;0
27;7;0,2;0,4;0;0
29;12;1,3;0,3;0;0
18;8;0,3;0,4;0;0
28;11;0,2;0,3;0;0
23;12;0,3;0,3;0;0
18;15;1,4;0,4;0;0
26;13;1,2;0,7;0;0
41;35;4;0,4;0;0
14;7;0;0,4;0;0
20;5;12,5;0,3;0;0
21;0;10,7;0,2;1,4;0
0;0;10,9;0,2;1,8;0
14;3;10,5;0,2;1,9;0
20;6;11,2;0,2;1,7;0
10;5;10,1;0,2;2,3;0
10;5;8,5;0,3;4,1;0
18;4;9;0,2;3,5;0
11;8;8,6;0,2;3,5;0
20;9;9,5;0,2;2,9;0
12;9;6,9;0,2;4,2;0
11;6;6;0,2;4,5;0
16;5;6,7;0,2;3,7;0
11;7;7,9;0,2;2,6;0
9;6;2,7;0,3;5,4;0
18;5;3,8;0,2;4,4;0
17;3;3,9;0,2;3;0
12;2;1,7;0,2;5,4;0
10;3;2,6;0,2;4,6;0
10;5;3,1;0,2;4,6;0
13;6;0,3;0,5;6;0
32;21;1,3;0,6;6,9;0
22;12;2,3;0,5;6,5;0
19;19;4,8;0,3;5,2;0
22;13;8,4;0,3;3,1;0
11;10;9,4;0,2;2,4;0
12;6;8,9;0,2;3,2;0
19;3;9,4;0,3;2,9;0
16;5;9,2;0,2;2,6;0
18;5;8,7;0,2;2,7;0
16;4;8,6;0,2;2,8;0
16;4;7,5;0,2;4;0
16;6;6,2;0,3;4,9;0
12;6;4,4;0,3;5,2;0
15;12;5,3;0,2;4,2;0
15;9;2,7;0,3;6,2;0
18;7;6,1;0,2;3,8;0
14;7;3,2;0,2;5;0
12;6;4,1;0,2;4,8;0
18;4;4,1;0,2;4,9;0
14;3;6,7;0,1;3,4;0
13;3;6,5;0,1;3,6;0
11;4;6,4;0,2;3,2;0
11;9;1,9;0,2;6,1;0
12;8;0,7;0,4;6,6;0
26;20;4,4;0,4;6,5;0
11;6;8;0,4;6,9;0
12;10;15,8;0,2;4,1;0
13;11;19,6;0,2;3,6;0
10;5;19,5;0,2;2,9;0
10;0;18,1;0,2;4;0
12;0;17,8;0,2;3,6;0
19;3;17;0,2;3,7;0
19;4;17,4;0,2;3;0
15;1;14,4;0,3;4,8;0
14;5;15,2;0,3;4,7;0
16;9;8,5;0,4;9,6;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
11;4;0;0;0;0
10;2;13,9;0,1;2,4;0
12;4;14,1;0,1;2,1;0
14;5;11,6;0,2;3,1;0
13;6;9,3;0,2;4,8;0
12;5;6,6;0,2;6,7;0
17;6;10,5;0,2;4;0
16;3;7,6;0,2;5,4;0
16;3;6,9;0,2;5,2;0
11;4;0,8;0,6;8,1;0
28;14;2,4;0,4;7,4;0
13;9;2,9;0,2;6,1;0
14;7;0,7;0,3;7,4;0
18;13;0,5;0,2;6,9;0
11;7;0,2;0,2;6,7;0
17;17;0,2;0,3;7;0
24;20;0,6;0,2;6,5;0
9;9;0,5;0,3;7,5;0
21;10;1,1;0,5;8,4;0
16;8;5,7;0,3;5,6;0
10;7;11;0,1;2,9;0
10;8;12,5;0,1;3,1;0
11;9;12,5;0,1;3,1;0
13;5;13,9;0,1;2,5;0
14;5;14,4;0,1;2;0
13;4;14,1;0,1;2,8;0
10;3;12,3;0,2;4;0
18;8;8,9;0,2;6,2;0
19;7;9,6;0,2;5;0
17;3;9,2;0,2;4;0
12;3;5,8;0,2;5,8;0
12;7;7,4;0,1;5,1;0
10;5;6,5;0,2;4,7;0
10;6;5,6;0,1;4,9;0
12;5;7,5;0,1;3,1;0
10;3;3,2;0,1;5,2;0
9;4;5,7;0,1;3,6;0
6;4;1,9;0,1;5,8;0
8;2;1,8;0,1;6,5;0
16;5;0,7;0,1;6,6;0
19;6;1;0,3;8,2;0
13;13;2,2;0,5;8,5;0
17;15;8,3;0,2;4,3;0
16;4;0;0;0;0
8;3;0;0;0;0
10;4;0;0;0;0
11;4;0;0;2,5;0
19;2;12,6;0,2;2,6;0
18;2;11,2;0,2;2,6;0
22;2;10,2;0,2;4;0
13;8;10;0,3;4,7;0
23;6;11,2;0,2;3,3;0
17;5;7,5;0,3;6,4;0
23;12;5,7;0,3;7,7;0
17;12;2,9;0,4;8,7;0
21;9;3,1;0,3;8,4;0
25;9;1,5;0,5;8,9;0
27;12;1;0,3;7,8;0
20;7;2,6;0,3;6,6;0
26;11;0,5;0,5;7,3;0
25;12;0,4;0,5;6,9;0
33;18;0,4;0,5;6,5;0
39;35;0,5;0,5;8,1;0
65;39;0,7;0,5;7,7;0
40;25;0,9;0,7;8,4;0
38;21;1,1;0,8;9,9;0
33;22;5,2;0,4;6,9;0
21;11;7,9;0,2;4,4;0
20;6;9,7;0,2;3,6;0
14;3;11,5;0,1;2,2;0
13;4;11,8;0,1;2,2;0
12;4;11,2;0,2;2,6;0
13;6;10,7;0,1;2,9;0
14;6;11;0,1;3,2;0
16;3;8,3;0,2;4,9;0
18;10;7,8;0,3;6;0
18;11;6,9;0,3;7;0
22;11;4,3;0,3;8,5;0
16;8;7,8;0,2;5,4;0
15;5;3,4;0,2;8,1;0
22;15;2;0,2;8,3;0
11;10;1,9;0,2;7,3;0
19;8;1,2;0,2;6,9;0
17;9;0,3;0,4;7;0
34;13;0,3;0,4;5,9;0
20;12;0,3;0,4;5,7;0
27;14;0,4;0,3;5,3;0
22;13;0,3;0,3;5,9;0
24;14;0,2;0,3;7,2;0
23;13;0,6;0,3;6,4;0
25;14;1,5;0,4;7,4;0
27;18;5,2;0,4;7,8;0
23;13;9,6;0,2;5;0
24;9;10,9;0,2;2,9;0
11;8;8,6;0,2;4,2;0
13;5;10,9;0,1;3,2;0
15;6;12;0,2;2,5;0
18;7;13,6;0,1;1,9;0
11;8;10,5;0,2;4,5;0
11;11;6,9;0,3;6,6;0
11;7;6;0,3;6,9;0
17;6;6;0,2;4,8;0
14;6;4,2;0,2;5,9;0
13;5;2,3;0,3;6,8;0
13;8;0,5;0,2;8;0
18;7;0,7;0,2;8;0
21;8;0,2;0,4;7,5;0
20;13;0,2;0,5;6,5;0
28;12;0,3;0,4;5,3;0
14;9;0,3;0,3;5,6;0
12;8;0,3;0,3;6,2;0
26;8;0,4;0,3;6,4;0
21;12;0,5;0,5;7,9;0
31;18;0,8;0,5;6;0
29;25;5,5;0,5;6,2;0
15;5;9,2;0,3;3,3;0
32;7;10,2;0,4;3;0
17;6;10,6;0,3;3,2;0
9;5;10,6;0,2;3,2;0
10;7;11,4;0,2;2,6;0
13;5;10,9;0,2;3;0
10;2;10,9;0,2;3,5;0
16;0;8,8;0,3;4,5;0
12;1;9,2;0,2;3,9;0
17;7;7,8;0,3;4,9;0
10;9;5,5;0,3;6,4;0
16;6;6,1;0,3;5,9;0
14;2;2,4;0,5;8,1;0
23;11;1;0,3;7,6;0
16;7;0,3;0,4;6,9;0
23;12;0,2;0,9;6,9;0
51;25;0,2;0,8;6,3;0
38;16;0,3;0,9;6,2;0
34;18;0,3;0,6;5,6;0
28;11;0,3;0,4;4,4;0
31;14;0,3;0,4;4,9;0
31;18;0,4;0,3;4,8;0
28;12;0,6;0,4;5,2;0
21;13;1,2;0,7;6,5;0
35;23;6,7;0,2;4,1;0
24;12;10,5;0,2;3,2;0
21;8;11;0,1;2,5;0
15;4;11,1;0,1;2,4;0
17;4;11,6;0,1;2;0
16;3;11,1;0,1;2,2;0
10;0;12,2;0,1;2;0
20;0;10,2;0,1;3,7;0
18;0;8;0,2;5,3;0
14;4;7,3;0,3;7,4;0
21;9;9,2;0,2;5,7;0
19;13;2,3;0,5;9,3;0
43;24;0,3;1,4;10,6;0
58;27;0,3;1,5;8,7;0
57;25;0,4;1,4;7;0
53;36;0,4;0,8;6,3;0
36;20;0,4;0,6;5,8;0
49;35;0,4;0,7;5,2;0
42;30;0,5;0,7;3,8;0
34;19;0,5;0,8;3,5;0
62;60;0,5;0,9;3,1;0
44;36;0,3;1,2;3,8;0
50;33;0,4;1,3;4,8;0
49;27;2,2;0,5;6,1;0
24;16;5,3;0,2;4,7;0
25;14;10,7;0,1;2,8;0
18;7;12,3;0,1;2,2;0
13;3;13,1;0,1;2,1;0
10;6;11,1;0,1;2,4;0
15;5;10,9;0,2;2,6;0
10;6;10,1;0,2;2,9;0
13;4;9,8;0,2;4,3;0
14;4;8,4;0,2;4,3;0
10;5;7,7;0,2;5;0
16;5;4,5;0,3;7,5;0
15;9;2;0,5;9,8;0
23;10;2,6;0,4;9,6;0
18;8;4,2;0,3;7,1;0
20;9;4,3;0,2;6,8;0
11;6;2,4;0,2;6,8;0
18;6;1,8;0,2;7,1;0
20;7;0,9;0,3;6,5;0
16;5;0,7;0,4;6,7;0
14;6;0,9;0,2;6,1;0
14;6;0,2;0,3;4,7;0
14;6;0,3;0,4;3,8;0
12;6;0,6;0,7;3,3;0
25;10;1,8;1,2;6,6;0
32;22;10,5;0,2;3,1;0
11;6;14,8;0,1;1,7;0
10;4;15,8;0,1;2,2;0
10;1;15,9;0,1;2,3;0
10;0;17,2;0,1;1,8;0
8;3;15,3;0,1;2,6;0
8;4;15,3;0,1;2,9;0
8;0;15,6;0,1;2,2;0
7;1;14,7;0,2;3;0
10;4;12;0,2;4,6;0
14;4;13,9;0,1;3;0
13;2;10,9;0,2;4,2;0
13;7;5,5;0,3;7,5;0
17;8;3,3;0,5;7,7;0
22;6;0,4;0,5;8,4;0
24;16;0,3;0,4;8;0
22;10;0,9;0,3;8,8;0
26;9;5,1;0,1;6,2;0
13;6;4,1;0,1;7,5;0
13;5;9,1;0,1;4,8;0
9;6;6,3;0,2;7,3;0
18;12;2,7;0,2;10,6;0
20;7;4,9;0,4;9,8;0
18;9;9,4;0,3;6,5;0
10;7;13,6;0,2;3,8;0
19;4;14,8;0,1;3,1;0
14;3;14,8;0,1;2,8;0
15;9;14,4;0,1;3,8;0
17;6;13,9;0,1;3,4;0
11;4;13,5;0,2;3,6;0
26;3;13;0,2;4,8;0
21;5;11,9;0,2;4,8;0
13;7;11,8;0,2;5,5;0
12;4;10,4;0,2;6,7;0
11;3;6,2;0,3;9,8;0
13;3;5,1;0,3;9,4;0
13;8;3,5;0,3;9,9;0
11;5;2,9;0,3;9,9;0
18;6;3,5;0,3;8,9;0
13;11;4,3;0,2;8,4;0
17;5;11,1;0,1;4;0
4;2;5,8;0,1;6,9;0
9;7;3,4;0,1;8,4;0
13;8;6;0,1;5,8;0
7;4;6,3;0,1;5,5;0
8;7;0,5;0,4;12;0
30;21;3,8;0,4;8,6;0
21;9;9,3;0,2;5,1;0
15;11;8,8;0,2;5,8;0
19;8;11,6;0,2;4,4;0
16;6;0;0;0;0
11;4;0;0;0;0
9;9;10,1;0,3;4,9;0
17;7;10,4;0,3;6,5;0
20;6;13,6;0,2;4,1;0
10;6;11,9;0,2;4,8;0
11;6;10,4;0,2;5,4;0
18;4;8,2;0,3;6,9;0
19;6;6,5;0,3;7,3;0
15;6;7,2;0,2;6;0
12;4;3,8;0,2;8,1;0
22;3;9,7;0,2;4,4;0
14;1;8,3;0,2;5,3;0
13;0;8,6;0,1;4;0
13;6;7,8;0,1;4,6;0
12;6;5,3;0,1;6,6;0
7;4;5;0,1;7,2;0
7;7;1,3;0,2;8,3;0
12;6;1,1;0,2;9,5;0
14;4;1,5;0,3;10,9;0
22;11;3;0,5;10,6;0
16;9;5,5;0,5;10,2;0
20;10;12,1;0,2;5,3;0
15;6;15,3;0,2;3,7;0
11;11;14,1;0,2;3,7;0
11;6;14,2;0,2;3,2;0
11;3;13,8;0,2;3,4;0
11;4;13,7;0,2;3,5;0
13;5;13;0,2;3,4;0
13;8;13,9;0,2;4;0
11;5;10,1;0,3;5,9;0
12;3;7,6;0,3;7,2;0
13;3;6,2;0,3;6,9;0
13;4;7,7;0,2;6;0
11;6;5,4;0,2;6,6;0
15;5;2,3;0,3;7,4;0
17;4;7,5;0,2;4,7;0
12;3;2,2;0,3;8,4;0
18;6;0,4;0,3;8,5;0
16;5;0,3;0,3;6,9;0
13;10;0,9;0,2;5,7;0
12;7;2,5;0,2;6,9;0
12;4;1,5;0,3;8,8;0
20;10;1,6;0,6;9;0
36;27;3,1;0,5;8,6;0
23;14;4;0,5;8,1;0
27;11;9,1;0,3;4,2;0
12;8;11,6;0,2;4,2;0
20;6;11,9;0,2;3,1;0
15;9;12,3;0,2;3;0
15;5;12,1;0,2;3,3;0
20;8;11,8;0,2;2,9;0
10;6;10,5;0,2;3,1;0
16;2;8,7;0,2;4,3;0
19;1;6,9;0,3;5,5;0
18;4;4,2;0,3;5,7;0
17;6;2,1;0,3;4,9;0
13;3;2,4;0,3;4,9;0
14;0;2,2;0,3;6;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
28;15;0;0;0;0
20;8;8,9;0,2;2,7;0
22;2;9,2;0,2;2,4;0
19;1;10,2;0,2;2,1;0
19;5;10,8;0,2;1,8;0
18;3;11;0,2;1,9;0
12;2;9,8;0,2;2,7;0
16;6;8,5;0,2;3,3;0
12;4;8,4;0,2;3;0
13;5;7,8;0,3;3,7;0
15;3;6,6;0,3;4,8;0
17;4;2,3;0,4;7,5;0
15;6;4,3;0,3;6,1;0
16;10;5,4;0,2;4,8;0
20;6;4,2;0,2;5,4;0
13;6;5,1;0,2;4,1;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
