Fecha;PM10;PM2.5;Vel Viento;Precipitacion;Dir Viento;OZONO;CO;NO;NO2;NOX;SO2;Temperatura;Radiación;HT
05-03-2023 08:00;0;12;1,2;0,1;275;0;0;29,1;19;48,1;0;0;0;0
05-03-2023 09:00;0;13;1,1;0;313;0;0;19,6;16,2;35,8;0;0;0;0
05-03-2023 10:00;0;10;1,3;0;101;0;0;9,9;14,6;24,5;0;0;0;0
05-03-2023 11:00;8;8;0,8;0;141;0;0;3,4;5,9;9,2;0;0;0;0
05-03-2023 12:00;5;5;0,4;0,3;68;0;0;7,1;8,9;15,9;0;0;0;0
05-03-2023 13:00;10,3;7;1,1;0;92;0;0;3,8;5,6;9,3;0;0;0;0
05-03-2023 14:00;9,6;4;1,2;0;295;0;0;4,7;6;10,8;0;0;0;0
05-03-2023 15:00;12,5;1;1,1;0;122;0;0;4,9;5,9;10,7;0;0;0;0
05-03-2023 16:00;9,1;2;3;0,1;94;0;0;3,7;5,7;9,4;0;0;0;0
05-03-2023 17:00;7,4;6;1,1;0;149;0;0;2,7;4,7;7,4;0;0;0;0
05-03-2023 18:00;9;9;2,1;0;93;0;0;3,1;5,4;8,5;0;0;0;0
05-03-2023 19:00;0;9;1,6;0;81;0;0;4;6,4;10,5;0;0;0;0
05-03-2023 20:00;0;8;0,8;0;89;0;0;5,7;8,4;14;0;0;0;0
05-03-2023 21:00;0;8;2,5;0;79;0;0;3,1;5,9;9;0;0;0;0
05-03-2023 22:00;8;8;2,1;0;81;0;0;3,4;6,5;9,9;0;0;0;0
05-03-2023 23:00;9,2;6;1,6;0;93;0;0;3,1;5,7;8,8;0;0;0;0
05-03-2023 24:00;7,7;6;0,7;0;135;0;0;2,7;6,5;9,2;0;0;0;0
06-03-2023 01:00;10;10;0,6;0;81;0;0,2;2;5,9;7,9;0;0;0;0
06-03-2023 02:00;6,1;6;0,5;0;109;0;0,4;10,3;9,3;19,6;0;0;0;0
06-03-2023 03:00;7,7;0;0,4;0;182;0;0,4;1;4,9;5,9;0;0;0;0
06-03-2023 04:00;7,8;6;0,4;0;112;0;0,4;1,8;5,9;7,7;0;0;0;0
06-03-2023 05:00;0;12;0,5;0;157;0;0,4;7,2;5,7;12,9;0;0;0;0
06-03-2023 06:00;0;10;0,4;0;117;0;0,7;18;8,9;26,9;0;0;0;0
06-03-2023 07:00;0;11;1,1;0;96;0;1;23,9;11,5;35,4;0;0;0;0
06-03-2023 08:00;11,3;9;0,4;0;83;0;0,8;14,5;12,1;26,7;0;0;0;0
06-03-2023 09:00;12,5;9;1,2;0;63;0;0,6;8,6;9,4;18;0;0;0;0
06-03-2023 10:00;17,1;12;1,4;0;81;0;0,5;7,7;8,6;16,3;0;0;0;0
06-03-2023 11:00;12,9;8;1;0;181;0;0,5;7;8,3;15,3;0;0;0;0
06-03-2023 12:00;9,5;6;0,5;0;156;0;0,5;4,6;6;10,6;0;0;0;0
06-03-2023 13:00;10;10;1,7;0;126;0;0,5;4,8;6,8;11,6;0;0;0;0
06-03-2023 14:00;20,1;9;3,1;0;86;0;0,5;3,5;5,9;9,4;0;0;0;0
06-03-2023 15:00;16,1;10;1,7;0;103;0;0,5;3;6,3;9,4;0;0;0;0
06-03-2023 16:00;15,2;10;3,2;0;92;0;0;4,3;7,3;11,6;0;0;0;0
06-03-2023 17:00;12,3;10;0,4;2,2;320;0;1,7;11;38,6;49,6;0;0;0;0
06-03-2023 18:00;29;29;0,5;5,3;336;0;1,7;18,8;42,2;61;0;0;0;0
06-03-2023 19:00;32;32;0,3;3,1;104;0;2;22,5;40,4;62,9;0;0;0;0
06-03-2023 20:00;31,5;30;0,7;0,1;139;0;1,2;16,6;18;34,6;0;0;0;0
06-03-2023 21:00;27,5;17;0,7;0;134;0;1,1;21,3;16,8;38,1;0;0;0;0
06-03-2023 22:00;20,6;17;0,6;0;109;0;0,9;15,9;14,1;30,1;0;0;0;0
06-03-2023 23:00;16,4;15;0,3;0;202;0;1,1;20,4;19,6;40;0;0;0;0
06-03-2023 24:00;0;22;0,3;0;164;0;0,8;10,1;12,7;22,9;0;0;0;0
07-03-2023 01:00;18,5;17;0,4;0;113;0;0,4;3,2;9,5;12,8;0;0;0;0
07-03-2023 02:00;20,1;14;0,3;0;182;0;0,5;4,3;14,1;18,5;0;0;0;0
07-03-2023 03:00;18;18;0,3;0;261;0;0,5;5,9;13,6;19,5;0;0;0;0
07-03-2023 04:00;24,3;16;0,1;0;11;0;0,4;4,2;13,4;17,6;0;0;0;0
07-03-2023 05:00;19,2;16;0,5;0;135;0;0,5;9,5;12,9;22,5;0;0;0;0
07-03-2023 06:00;23;23;0,5;0;149;0;0,8;25,6;14,6;40,2;0;0;0;0
07-03-2023 07:00;24;24;0,5;0;149;0;1,4;51,8;14,5;66,2;0;0;0;0
07-03-2023 08:00;0;30;0,2;0;195;0;2,9;124;24,5;148,5;0;0;0;0
07-03-2023 09:00;37;34;0,6;0;84;0;2,2;88,3;39;127,3;0;0;0;0
07-03-2023 10:00;44;39;0,4;0;70;0;2,5;71,7;60,7;132,4;0;0;0;0
07-03-2023 11:00;69,8;49;0,6;0;92;0;1,9;36,3;55,6;91,9;0;0;0;0
07-03-2023 12:00;70,5;39;1,8;0;264;0;1,3;13,3;43,9;57,2;0;0;0;0
07-03-2023 13:00;63,6;43;3,2;0;285;0;1,1;7,9;41;48,9;0;0;0;0
07-03-2023 14:00;70,6;43;4,6;0;297;0;0,8;5,5;27,2;32,7;0;0;0;0
07-03-2023 15:00;60,9;32;3,5;0;303;0;0,8;6,7;24,2;30,9;0;0;0;0
07-03-2023 16:00;56,2;20;5,5;0;285;0;0,6;7,7;18,4;26,2;0;0;0;0
07-03-2023 17:00;40,7;16;3,6;0;281;0;0,8;8,2;24;32,2;0;0;0;0
07-03-2023 18:00;33,8;16;1,4;4,6;94;0;1,2;12;33,5;45,5;0;0;0;0
07-03-2023 19:00;36,5;20;2;1,2;305;0;1,3;13,9;33,6;47,5;0;0;0;0
07-03-2023 20:00;26,3;18;0,4;4,1;338;0;1;17;32,8;49,9;0;0;0;0
07-03-2023 21:00;18,7;11;0,3;1,6;140;0;1,1;26,7;30,8;57,4;0;0;0;0
07-03-2023 22:00;13,8;12;0,3;1;163;0;1;22,3;24,4;46,7;0;0;0;0
07-03-2023 23:00;14,6;8;0,9;0;152;0;0,6;7,1;19,3;26,3;0;0;0;0
07-03-2023 24:00;10,2;7;0,3;0;101;0;0,5;4;12,9;16,9;0;0;0;0
08-03-2023 01:00;9;9;0,7;0;140;0;0,4;2,5;8,9;11,3;0;0;0;0
08-03-2023 02:00;9,1;5;0,5;0;134;0;0,4;2,9;8,3;11,2;0;0;0;0
08-03-2023 03:00;7,6;4;0,6;0;142;0;0,4;3,2;8,4;11,7;0;0;0;0
08-03-2023 04:00;5,7;3;0,5;0;131;0;0,5;2,9;11,5;14,4;0;0;0;0
08-03-2023 05:00;4,5;3;0,4;0;139;0;0,7;9,7;16,3;26;0;0;0;0
08-03-2023 06:00;8,1;5;0,4;0;139;0;1,2;42,2;18,7;60,9;0;0;0;0
08-03-2023 07:00;0;24;0,3;0,1;138;0;1,7;59;19,5;78,5;0;0;0;0
08-03-2023 08:00;0;27;0,3;0;166;0;1,9;61;24,4;85,4;0;0;0;0
08-03-2023 09:00;23;23;0,6;0;123;0;2,4;86,9;33;119,9;0;0;0;0
08-03-2023 10:00;0;32;0,5;0;101;0;2;68,2;35,7;104;0;0;0;0
08-03-2023 11:00;39,7;26;1;0;101;0;1,9;44,6;44,9;89,5;0;0;0;0
08-03-2023 12:00;41;41;0,3;0;290;0;1,5;19,7;47,8;67,5;0;0;0;0
08-03-2023 13:00;43,1;38;3,1;0;292;0;1,5;16,1;55,7;71,8;0;0;0;0
08-03-2023 14:00;55,7;39;2,9;0;277;0;1;12,7;32,8;45,5;0;0;0;0
08-03-2023 15:00;49;27;4,7;0;278;0;0,9;10,4;26,2;36,6;0;0;0;0
08-03-2023 16:00;49,4;17;4,5;0;281;0;0,8;11,1;23,7;34,7;0;0;0;0
08-03-2023 17:00;39,6;17;3,8;0;287;0;1,1;13,9;31,2;45,1;0;0;0;0
08-03-2023 18:00;47,6;21;2,9;0;288;0;1,4;14,8;34,2;49;0;0;0;0
08-03-2023 19:00;34,4;18;3,4;0;293;0;1,6;16,7;35,3;52,1;0;0;0;0
08-03-2023 20:00;28,9;20;4,8;0,1;279;0;1,4;19,9;36,5;56,4;0;0;0;0
08-03-2023 21:00;31,8;18;2,5;0,1;279;0;1,3;22,3;34,8;57;0;0;0;0
08-03-2023 22:00;24,3;20;1,3;0;321;0;1,1;15,2;29,7;44,9;0;0;0;0
08-03-2023 23:00;20,1;13;0,5;0;330;0;1,1;13,6;27,7;41,3;0;0;0;0
08-03-2023 24:00;21,6;10;0,2;0;257;0;0,9;14,1;23;37,1;0;0;0;0
09-03-2023 01:00;17;17;0,2;0;218;0;0,9;10,1;23,3;33,4;0;0;0;0
09-03-2023 02:00;22,3;14;0,2;0;339;0;0,9;13,8;25,4;39,2;0;0;0;0
09-03-2023 03:00;23;17;2,1;0;323;0;0,6;7,1;27,7;34,8;0;0;0;0
09-03-2023 04:00;17,5;17;1,7;0;321;0;0,5;2,2;19,1;21,3;0;0;0;0
09-03-2023 05:00;12,6;11;1,3;0;317;0;0,5;2,5;18,4;20,9;0;0;0;0
09-03-2023 06:00;13,4;9;1,8;0;324;0;0,7;17,2;28,3;45,4;0;0;0;0
09-03-2023 07:00;0;21;1,4;0;325;0;1,2;36,9;32,8;69,7;0;0;0;0
09-03-2023 08:00;0;20;1,5;0,5;320;0;1,5;35,2;35,6;70,8;0;0;0;0
09-03-2023 09:00;0;16;1,3;4,9;323;0;1,7;52;36;88;0;0;0;0
09-03-2023 10:00;0;18;0,6;2,3;322;0;1,8;0;0;0;0;0;0;0
09-03-2023 11:00;24,8;18;0,2;0,5;42;0;0;54,7;35,1;89,8;0;0;0;0
09-03-2023 12:00;19;19;0,4;0,2;336;0;1,7;32;31,5;63,5;0;0;0;0
09-03-2023 13:00;23,2;17;1,2;0,4;291;0;1,6;24,1;32,4;56,5;0;0;0;0
09-03-2023 14:00;30,7;16;0,2;0,2;290;0;1,6;22,1;35,7;57,8;0;0;0;0
09-03-2023 15:00;29,2;23;1,7;0;280;0;1,9;27,9;44,5;72,4;0;0;0;0
09-03-2023 16:00;30,7;29;1;0;267;0;1,6;17,7;31,9;49,5;0;0;0;0
09-03-2023 17:00;25,1;17;0,5;0;64;0;2;25,2;44,4;69,6;0;0;0;0
09-03-2023 18:00;28;28;0,4;0;102;0;2,5;32,7;44;76,8;0;0;0;0
09-03-2023 19:00;0;31;0,2;0;145;0;2,9;56,1;38,3;94,4;0;0;0;0
09-03-2023 20:00;29;26;0,1;0;341;0;3,2;94,2;35,9;130,2;0;0;0;0
09-03-2023 21:00;27,4;24;0,4;0,1;161;0;3;91,8;29,6;121,4;0;0;0;0
09-03-2023 22:00;33,1;23;0,4;0;161;0;2,8;88;30,4;118,4;0;0;0;0
09-03-2023 23:00;30;30;0,3;0;161;0;2,4;60,4;30,1;90,5;0;0;0;0
09-03-2023 24:00;34,8;26;0,4;0;161;0;1,7;22,6;24,7;47,4;0;0;0;0
10-03-2023 01:00;28,8;19;0,1;0;253;0;1,2;34,7;24,1;58,8;0;0;0;0
10-03-2023 02:00;29,2;18;0,3;0;340;0;0,8;26,1;27,9;54;0;0;0;0
10-03-2023 03:00;35,8;16;0,3;0;308;0;0,6;9;27,6;36,6;0;0;0;0
10-03-2023 04:00;28,3;17;0,1;0;26;0;0,6;7,6;21,3;28,9;0;0;0;0
10-03-2023 05:00;33,4;12;0,3;0;347;0;0,6;10,3;18;28,3;0;0;0;0
10-03-2023 06:00;33,7;22;0,4;0;22;0;0,8;30,6;16,7;47,3;0;0;0;0
10-03-2023 07:00;29,8;19;0,2;0;40;0;1,4;54,8;14,9;69,7;0;0;0;0
10-03-2023 08:00;27;27;0,4;0;136;0;1,9;71,1;23,1;94,2;0;0;0;0
10-03-2023 09:00;31;31;0,3;0;68;0;2,7;105,6;44,9;150,5;0;0;0;0
10-03-2023 10:00;54,6;39;0,6;0;73;0;2,4;74,8;62,3;137,1;0;0;0;0
10-03-2023 11:00;49,3;44;0,5;0;69;0;1,7;41,2;53,1;94,3;0;0;0;0
10-03-2023 12:00;61,6;34;0,9;0;84;0;1,8;31,9;60;91,9;0;0;0;0
10-03-2023 13:00;54,6;43;0,6;0;117;0;1,3;16,9;43;59,8;0;0;0;0
10-03-2023 14:00;68,3;27;1,7;0;315;0;0,7;6,2;23,1;29,3;0;0;0;0
10-03-2023 15:00;57,1;25;2,4;0,6;321;0;0,9;6,3;35,7;42;0;0;0;0
10-03-2023 16:00;52,4;43;1;0,6;199;0;1,1;13,6;38,4;52;0;0;0;0
10-03-2023 17:00;46;33;0,4;0,2;176;0;1,3;19,8;38,8;58,6;0;0;0;0
10-03-2023 18:00;45,7;30;3,2;0;274;0;1,3;15,8;41,2;57;0;0;0;0
10-03-2023 19:00;38,2;25;1,7;0;274;0;1,5;17,4;38,7;56,1;0;0;0;0
10-03-2023 20:00;37,8;25;0,3;0;125;0;1,5;29,2;37,6;66,8;0;0;0;0
10-03-2023 21:00;41,8;29;0,1;0;263;0;1,6;32;33,5;65,5;0;0;0;0
10-03-2023 22:00;40,9;32;0,6;0;278;0;1,6;37;33,4;70,5;0;0;0;0
10-03-2023 23:00;44,7;29;0,3;0;217;0;1,5;38,6;31;69,6;0;0;0;0
10-03-2023 24:00;44;29;0,2;2,4;281;0;1,1;27,5;28,5;56;0;0;0;0
11-03-2023 01:00;37,8;27;0,5;0,2;82;0;0,7;11,4;30,1;41,5;0;0;0;0
11-03-2023 02:00;34,9;12;0,4;0,1;94;0;0,6;5,7;23,9;29,6;0;0;0;0
11-03-2023 03:00;27,3;8;0,1;0,7;246;0;0,5;4,1;15,9;20;0;0;0;0
11-03-2023 04:00;20,4;10;2,3;2,2;272;0;0,5;3,7;20,6;24,3;0;0;0;0
11-03-2023 05:00;14,6;12;1,5;2;272;0;0,5;2,7;19,3;21,9;0;0;0;0
11-03-2023 06:00;11,6;9;1,1;3,4;291;0;0,7;12;25,3;37,3;0;0;0;0
11-03-2023 07:00;12;8;1;2,1;263;0;1;29,8;28,7;58,5;0;0;0;0
11-03-2023 08:00;17;17;1,3;2,8;276;0;1,7;63,3;32,9;96,2;0;0;0;0
11-03-2023 09:00;0;24;1;2,2;274;0;1,9;62,9;34,6;97,5;0;0;0;0
11-03-2023 10:00;0;18;0,2;0,1;244;0;1,8;59,4;35,3;94,7;0;0;0;0
11-03-2023 11:00;26,2;25;0,4;0,1;252;0;1,9;56,3;39,7;96;0;0;0;0
11-03-2023 12:00;0;32;0,6;0,5;281;0;1,6;39;41,1;80,1;0;0;0;0
11-03-2023 13:00;26,5;26;0,4;0,9;123;0;1,1;20,8;28,4;49,2;0;0;0;0
11-03-2023 14:00;26,9;12;0,4;0,3;69;0;1,3;21,1;30,9;52;0;0;0;0
11-03-2023 15:00;27,5;16;1,1;0,8;73;0;1,7;23,4;43,6;67;0;0;0;0
11-03-2023 16:00;30,2;26;0,1;1,4;336;0;1,5;27,1;42,2;69,4;0;0;0;0
11-03-2023 17:00;21,5;20;0,3;0,1;44;0;1,2;21,5;32,7;54,2;0;0;0;0
11-03-2023 18:00;16,3;9;0,3;0;202;0;1,3;28,7;28,9;57,6;0;0;0;0
11-03-2023 19:00;16,8;11;0,7;0;154;0;0,9;20;19,7;39,8;0;0;0;0
11-03-2023 20:00;12,2;8;0,6;0;0;0;1,2;30,7;21,3;52;0;0;0;0
11-03-2023 21:00;11;11;0,3;1;0;0;1,4;47,1;23,8;70,8;0;0;0;0
11-03-2023 22:00;19;19;0,2;0,4;0;0;1,4;40,1;26,2;66,3;0;0;0;0
11-03-2023 23:00;20,9;18;0,3;0,1;0;0;1,4;37,4;26;63,4;0;0;0;0
11-03-2023 24:00;18;18;0,4;0,7;0;0;1,1;21,7;24,3;46;0;0;0;0
12-03-2023 01:00;19,5;13;0,4;0,6;0;0;0,8;9;20,8;29,8;0;0;0;0
12-03-2023 02:00;14,7;13;0,3;0,6;0;0;0,8;9,7;19,7;29,5;0;0;0;0
12-03-2023 03:00;13;13;0,2;0,2;0;0;0,8;13,1;19;32,1;0;0;0;0
12-03-2023 04:00;9,3;8;0,2;0,2;0;0;0,8;19;21,5;40,5;0;0;0;0
12-03-2023 05:00;15,6;11;0,2;0,3;0;0;0,8;15,6;22,6;38,1;0;0;0;0
12-03-2023 06:00;0;17;0,2;1,7;0;0;0,8;15;23,8;38,9;0;0;0;0
12-03-2023 07:00;0;17;0,3;1,3;0;0;0,9;19,3;19,4;38,7;0;0;0;0
12-03-2023 08:00;0;18;0,2;0,9;0;0;0,8;13,4;15,6;29;0;0;0;0
12-03-2023 09:00;0;17;0,1;0;60;0;0,9;22,3;20,1;42,4;0;0;0;0
12-03-2023 10:00;0;17;0,8;0,4;323;0;1;26,9;28,7;55,6;0;0;0;0
12-03-2023 11:00;19;19;0,3;0;321;0;0,9;18,7;27,2;45,9;0;0;0;0
12-03-2023 12:00;15;15;0,3;0,3;30;0;0,8;9,2;21,8;30,9;0;0;0;0
12-03-2023 13:00;12,1;12;0,8;0;84;0;0,8;7;23,9;30,9;0;0;0;0
12-03-2023 14:00;22,9;15;0,5;0,2;165;0;0,9;4;21,8;25,8;0;0;0;0
12-03-2023 15:00;24,5;15;2,3;5,4;293;0;1;7,8;30,2;38;0;0;0;0
12-03-2023 16:00;24;24;1,6;3,3;283;0;1;6,8;32,6;39,4;0;0;0;0
12-03-2023 17:00;0;23;0,4;0,5;316;0;1;8,7;32,4;41,1;0;0;0;0
12-03-2023 18:00;0;18;1;0;272;0;1,1;8;35,7;43,7;0;0;0;0
12-03-2023 19:00;17;17;0,8;0,4;286;0;1,3;15,2;35,3;50,5;0;0;0;0
12-03-2023 20:00;17,1;15;0,5;0;275;0;1,5;29;38,9;67,8;0;0;0;0
12-03-2023 21:00;0;19;0,1;0;20;0;1,1;18,6;25,7;44,3;0;0;0;0
12-03-2023 22:00;19,7;12;0,3;0,1;0;0;0,8;11,8;17,5;29,3;0;0;0;0
12-03-2023 23:00;14,3;9;0,6;0,2;0;0;0,6;8,6;13,5;22,1;0;0;0;0
12-03-2023 24:00;10,3;5;0,6;0,4;0;0;0,5;5,1;11,6;16,6;0;0;0;0
13-03-2023 01:00;10,1;4;0,2;1,3;0;0;0,6;2,6;12;14,6;0;0;0;0
13-03-2023 02:00;8,3;5;0,4;0,2;0;0;0,5;2,2;12,6;14,8;0;0;0;0
13-03-2023 03:00;9;8;0,1;0,2;174;0;0,6;2,6;17;19,6;0;0;0;0
13-03-2023 04:00;12;12;0,2;0;308;0;0,6;2,1;17,5;19,6;0;0;0;0
13-03-2023 05:00;0;12;0,3;0;219;0;0,5;4,8;12,7;17,5;0;0;0;0
13-03-2023 06:00;8,3;7;0,6;0,5;159;0;0,6;14,4;12;26,4;0;0;0;0
13-03-2023 07:00;7;7;0,7;0,4;159;0;0,9;25,9;14,5;40,4;0;0;0;0
13-03-2023 08:00;6;6;0,5;0;100;0;1,4;44,8;21,4;66,2;0;0;0;0
13-03-2023 09:00;14,5;10;0,3;0;21;0;1,9;64,5;30,8;95,3;0;0;0;0
13-03-2023 10:00;0;20;0,4;0,1;107;0;1,8;57,3;33,2;90,4;0;0;0;0
13-03-2023 11:00;20;18;0,2;1,1;168;0;1,4;46,9;32,2;79,1;0;0;0;0
13-03-2023 12:00;15;15;0,9;0;285;0;1,5;44,6;35,1;79,7;0;0;0;0
13-03-2023 13:00;0;23;2;0;288;0;1,6;38,3;42,9;81,2;0;0;0;0
13-03-2023 14:00;0;28;1,9;0;281;0;1;24,6;28,9;53,5;0;0;0;0
13-03-2023 15:00;31,1;13;0,4;0;126;0;1,2;25,5;35,1;60,7;0;0;0;0
13-03-2023 16:00;28,4;21;0,4;0;85;0;1,5;32,1;45,2;77,2;0;0;0;0
13-03-2023 17:00;29,2;29;0,3;0,5;57;0;1,9;51,8;39,2;90,9;0;0;0;0
13-03-2023 18:00;31;31;0,7;0;150;0;1,9;44,2;30,7;74,8;0;0;0;0
13-03-2023 19:00;27,2;24;0,4;0;147;0;2,8;81,9;32,3;114,3;0;0;0;0
13-03-2023 20:00;30;30;0,7;0,8;132;0;2,2;67,7;27,7;95,4;0;0;0;0
13-03-2023 21:00;33,5;23;0,6;0,5;145;0;2;67,1;24,3;91,4;0;0;0;0
13-03-2023 22:00;24,5;18;0,1;0,5;276;0;2,2;91,1;26,4;117,4;0;0;0;0
13-03-2023 23:00;24,4;23;0,5;0;227;0;2,1;82,8;25,2;107,9;0;0;0;0
13-03-2023 24:00;25,2;18;0,2;0;267;0;1,3;47,9;21,2;69,1;0;0;0;0
14-03-2023 01:00;20,4;12;0,2;0;0;0;0,9;22,7;17,7;40,3;0;0;0;0
14-03-2023 02:00;24,6;9;0,3;0,1;0;0;0,8;13,4;17,1;30,6;0;0;0;0
14-03-2023 03:00;18,5;11;0,4;0;0;0;0,7;7;16,5;23,5;0;0;0;0
14-03-2023 04:00;14,4;10;0,3;0,1;0;0;0,6;6,2;14;20,2;0;0;0;0
14-03-2023 05:00;22;16;0,3;0,1;141;0;0,6;6,9;12,5;19,3;0;0;0;0
14-03-2023 06:00;16,4;10;0,8;0;142;0;0,6;15,2;11,1;26,2;0;0;0;0
14-03-2023 07:00;12,4;9;0,8;0;142;0;0,9;28,5;13,7;42,2;0;0;0;0
14-03-2023 08:00;11;11;0,5;0;156;0;1,6;57,3;17,5;74,8;0;0;0;0
14-03-2023 09:00;17;17;0,1;0;39;0;1,8;60,2;35,3;95,5;0;0;0;0
14-03-2023 10:00;0;33;0,3;0;347;0;0,7;13,7;16,1;29,7;0;0;0;0
14-03-2023 11:00;18,4;8;1,5;0;60;0;0,5;7,7;9,6;17,3;0;0;0;0
14-03-2023 12:00;15,5;5;2,8;0;83;0;0,4;5,2;7,1;12,2;0;0;0;0
14-03-2023 13:00;12,3;3;1,3;0;277;0;1,1;14,6;31,3;45,9;0;0;0;0
14-03-2023 14:00;0;36;1,8;0;286;0;1,4;17,2;46,6;63,9;0;0;0;0
14-03-2023 15:00;0;43;1,2;0;274;0;1,1;13,4;31,5;44,9;0;0;0;0
14-03-2023 16:00;41,6;27;1,8;0;93;0;0,7;6,8;20;26,8;0;0;0;0
14-03-2023 17:00;35,2;14;1,6;0;97;0;0,6;7,5;12,3;19,8;0;0;0;0
14-03-2023 18:00;28,2;13;0,7;0;323;0;1,6;28;34,8;62,8;0;0;0;0
14-03-2023 19:00;26;26;0,4;0;246;0;2,2;44,5;37,8;82,2;0;0;0;0
14-03-2023 20:00;41,5;28;1,1;0;111;0;1,3;29,8;20,9;50,7;0;0;0;0
14-03-2023 21:00;34,6;14;1,4;0;93;0;1,1;30;20,1;50,1;0;0;0;0
14-03-2023 22:00;25,6;14;0,2;0;155;0;0,8;15,5;16,3;31,9;0;0;0;0
14-03-2023 23:00;34,6;11;0,4;0;195;0;1,3;29,7;21,7;51,3;0;0;0;0
14-03-2023 24:00;25,1;17;0,9;0;144;0;0,8;14,1;16,7;30,8;0;0;0;0
15-03-2023 01:00;21,9;9;1;0;119;0;0,6;11,1;13,3;24,4;0;0;0;0
15-03-2023 02:00;18,5;8;0,3;0;102;0;0,5;4,5;10,9;15,4;0;0;0;0
15-03-2023 03:00;17,4;12;0,7;0;102;0;0,5;4,5;13;17,6;0;0;0;0
15-03-2023 04:00;15,3;9;1,3;0;87;0;0,4;5;10,2;15,1;0;0;0;0
15-03-2023 05:00;20,5;10;2,2;0;95;0;0,3;0,7;4,1;4,9;0;0;0;0
15-03-2023 06:00;15,7;11;0,4;0;136;0;0,6;14,5;13,9;28,4;0;0;0;0
15-03-2023 07:00;13,1;13;0,3;0;112;0;1,4;51,5;16,9;68,4;0;0;0;0
15-03-2023 08:00;21,7;20;0,4;0;192;0;1,6;55,8;23,5;79,3;0;0;0;0
15-03-2023 09:00;20,6;20;1,1;0;276;0;1,8;54,4;37;91,5;0;0;0;0
15-03-2023 10:00;44,2;33;1,9;0;263;0;1,4;27,7;36,6;64,3;0;0;0;0
15-03-2023 11:00;33,2;27;1;0;247;0;0,8;11,3;24,3;35,6;0;0;0;0
15-03-2023 12:00;38,1;22;1,1;0;330;0;0,9;13,5;29,5;43,1;0;0;0;0
15-03-2023 13:00;41,9;27;1,6;0;300;0;0,7;9,4;23,6;33;0;0;0;0
15-03-2023 14:00;41;17;3;0;307;0;0,8;8,9;26,4;35,2;0;0;0;0
15-03-2023 15:00;40,6;15;2;0;280;0;0,8;9,6;26,7;36,3;0;0;0;0
15-03-2023 16:00;34,8;14;3,1;0;317;0;0,7;9,9;22,8;32,7;0;0;0;0
15-03-2023 17:00;34,3;16;4,1;0;293;0;0,8;8,6;21,8;30,4;0;0;0;0
15-03-2023 18:00;31,3;14;4,3;0;283;0;1,1;11,4;29,5;40,8;0;0;0;0
15-03-2023 19:00;30;12;2,9;0;292;0;1,4;18,5;33,7;52,2;0;0;0;0
15-03-2023 20:00;25,9;17;2;0;323;0;1;12,9;30,9;43,8;0;0;0;0
15-03-2023 21:00;28,5;14;0,4;0;354;0;0,9;10,4;28,3;38,8;0;0;0;0
15-03-2023 22:00;21,6;8;0,5;0;123;0;1;21,5;23,6;45,1;0;0;0;0
15-03-2023 23:00;29,7;11;0,8;0;315;0;1,2;23,8;28,8;52,6;0;0;0;0
15-03-2023 24:00;28,7;14;0,3;0;250;0;0,9;11,7;24,9;36,6;0;0;0;0
16-03-2023 01:00;26;15;0,6;0;140;0;0,7;9,6;17,5;27,1;0;0;0;0
16-03-2023 02:00;19,8;10;0,6;0;145;0;0,6;4,7;15,9;20,6;0;0;0;0
16-03-2023 03:00;18,6;8;0,9;0;146;0;0,3;1,5;6,1;7,6;0;0;0;0
16-03-2023 04:00;13,8;3;0,7;0;152;0;0,3;2,1;5;7,1;0;0;0;0
16-03-2023 05:00;10,8;5;1;0;130;0;0,3;5,7;6,4;12,1;0;0;0;0
16-03-2023 06:00;11,2;6;1;0;147;0;0,5;19,6;10,4;30;0;0;0;0
16-03-2023 07:00;9,2;7;0,8;0;139;0;1,4;62,1;16,1;78,2;0;0;0;0
16-03-2023 08:00;0;21;1;0;107;0;1,7;56,5;21;77,6;0;0;0;0
16-03-2023 09:00;17;17;1,6;0;93;0;1,4;41,9;30,9;72,8;0;0;0;0
16-03-2023 10:00;29,1;23;0,6;0;281;0;0;0;0;0;0;0;0;0
16-03-2023 11:00;0;30;0;0;0;0;0;0;0;0;0;0;0;0
16-03-2023 12:00;39,8;36;2,9;0;301;0;1,1;11,9;21;33;0;0;0;0
16-03-2023 13:00;40,3;15;3,9;0;298;0;1;8,5;18,4;26,9;0;0;0;0
16-03-2023 14:00;54,9;10;4,1;0;322;0;1;9,2;17;26,2;0;0;0;0
16-03-2023 15:00;39,7;11;3,1;0;315;0;1,2;10,2;20,2;30,4;0;0;0;0
16-03-2023 16:00;34,1;11;0,5;0;355;0;1,2;12,9;24,3;37,1;0;0;0;0
16-03-2023 17:00;32,4;10;0,3;0;95;0;1,3;14,8;25;39,8;0;0;0;0
16-03-2023 18:00;29,1;17;2,1;0;301;0;1,7;24;32,4;56,4;0;0;0;0
16-03-2023 19:00;26,6;17;1,8;0;282;0;1,8;26,6;34,8;61,4;0;0;0;0
16-03-2023 20:00;33,1;14;0,4;0;324;0;1,7;26;33,3;59,2;0;0;0;0
16-03-2023 21:00;37;19;0,4;0;95;0;1,4;16,1;28,2;44,3;0;0;0;0
16-03-2023 22:00;27,1;14;0,1;0;217;0;1,5;21,1;24,3;45,4;0;0;0;0
